"YEAR_MONTH","REGIONAL_OFFICE_NAME","REGIONAL_OFFICE_CODE","ICB_NAME","ICB_CODE","PCO_NAME","PCO_CODE","PRACTICE_NAME","PRACTICE_CODE","ADDRESS_1","ADDRESS_2","ADDRESS_3","ADDRESS_4","POSTCODE","BNF_CHEMICAL_SUBSTANCE_CODE","BNF_CHEMICAL_SUBSTANCE","BNF_PRESENTATION_CODE","BNF_PRESENTATION_NAME","BNF_CHAPTER_PLUS_CODE",QUANTITY,ITEMS,TOTAL_QUANTITY,ADQ_USAGE,NIC,ACTUAL_COST,"UNIDENTIFIED",SNOMED_CODE
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2003","Wound Management & Other Dressings","20030100183","Tegaderm Film dressing 6cm x 7cm","20: Dressings","4.",4,"16.","0.","6.56","5.96231","N",729011000001103
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2003","Wound Management & Other Dressings","20030100183","Tegaderm Film dressing 6cm x 7cm","20: Dressings","2.",2,"4.","0.","1.64","1.50298","N",729011000001103
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2003","Wound Management & Other Dressings","20030100183","Tegaderm Film dressing 6cm x 7cm","20: Dressings","3.",2,"6.","0.","2.46","2.24207","N",729011000001103
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2003","Wound Management & Other Dressings","20030100450","Xupad dressing pad 10cm x 20cm","20: Dressings","10.",1,"10.","0.","1.9","1.9","N",11237811000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2003","Wound Management & Other Dressings","20030100542","Clearpore dressing 10cm x 10cm","20: Dressings","15.",1,"15.","0.","3.15","2.85158","N",17550811000001100
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2005","Tracheostomy & Laryngectomy Appliances","20050200130","Cascade shower protector","20: Dressings","2.",1,"2.","0.","8.","8.","N",9147611000001102
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2005","Tracheostomy & Laryngectomy Appliances","20050200159","Buchanan Lite laryngectomy protector large blue","20: Dressings","20.",1,"20.","0.","77.92","77.92","N",18234811000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2014","Skin Closure Strips, Sterile","20140000101","Steri-strip skin closure strips 6mm x 75mm","20: Dressings","3.",7,"21.","0.","5.46","5.04374","N",366011000001104
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010230115","AeroChamber Plus","21: Appliances","1.",3,"3.","0.","15.66","14.15199","N",9516911000001109
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010230116","AeroChamber Plus with mask","21: Appliances","1.",1,"1.","0.","8.72","7.87197","N",9518711000001106
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010230116","AeroChamber Plus with mask","21: Appliances","2.",2,"4.","0.","34.88","31.4631","N",9518911000001108
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010230116","AeroChamber Plus with mask","21: Appliances","1.",3,"3.","0.","26.16","23.61592","N",9518911000001108
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010230118","A2A Spacer with small/medium mask","21: Appliances","1.",1,"1.","0.","6.68","6.03327","N",20599811000001106
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900431","Sharpsguard disposal unit 1 litre","21: Appliances","1.",1,"1.","0.","1.14","1.03991","N",12528811000001101
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900431","Sharpsguard disposal unit 1 litre","21: Appliances","2.",1,"2.","0.","2.28","2.06743","N",12528811000001101
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900431","Sharpsguard disposal unit 1 litre","21: Appliances","1.",11,"11.","0.","12.54","11.43905","N",12528211000001102
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900431","Sharpsguard disposal unit 1 litre","21: Appliances","2.",1,"2.","0.","2.28","2.06743","N",12528211000001102
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900432","Sharpsafe disposal unit 1 litre","21: Appliances","1.",1,"1.","0.","1.08","0.98583","N",12530711000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900461","Sharpsafe disposal unit 1.8 litre","21: Appliances","1.",3,"3.","0.","4.38","3.98501","N",33042511000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900466","Sharpsguard disposal unit 5 litre","21: Appliances","1.",2,"2.","0.","3.22","2.92707","N",33097311000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010900603","BD Micro-Fine Ultra hypod insulin needles for pre-filled/reusable pen injectors screw on 4mm/32gauge","21: Appliances","100.",3,"300.","0.","14.97","13.53007","N",17281811000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010900606","BD AutoShield Duo hypod insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge","21: Appliances","100.",8,"800.","0.","200.","180.36467","N",19881711000001104
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900607","Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge","21: Appliances","90.",2,"180.","0.","7.18","6.49633","N",31771111000001104
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010900684","CareSens lancets 0.31mm/30gauge","21: Appliances","100.",10,"1000.","0.","29.5","26.71316","N",23641811000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900720","Unistik 3 Comfort lancets 1.8mm/28gauge","21: Appliances","100.",3,"300.","0.","20.43","18.45132","N",11258411000001106
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2101","Other Appliances","21010900720","Unistik 3 Comfort lancets 1.8mm/28gauge","21: Appliances","50.",1,"50.","0.","3.33","3.11382","N",11258411000001106
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010900725","CareSens lancets 0.36mm/28gauge","21: Appliances","200.",1,"200.","0.","5.9","5.33023","N",15992711000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010900725","CareSens lancets 0.36mm/28gauge","21: Appliances","100.",16,"1600.","0.","47.2","42.74105","N",15992711000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010900939","4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge","21: Appliances","100.",3,"300.","0.","11.85","10.71793","N",35564911000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2101","Other Appliances","21010900945","4SURE lancets sterile single use 0.32mm/30gauge","21: Appliances","100.",4,"400.","0.","11.6","10.505","N",35668611000001102
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2107","Elastic Hosiery","21070510130","Compression hosiery class II below knee stocking circular knit standard stock size","21: Appliances","2.",1,"2.","0.","12.33","11.12577","N",7280311000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2116","Irrigation Solutions","21160000055","Water for irrigation 1litre bottles","21: Appliances","3.",2,"6.","0.","14.04","12.67944","N",6220811000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2121","Dry Mouth Products","21210000012","Salivix pastilles","21: Appliances","100.",1,"100.","0.","7.58","6.84446","N",173211000001101
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2122","Emollients","21220000119","imuDERM emollient","21: Appliances","500.",1,"500.","0.","6.95","6.27663","N",25035311000001104
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2122","Emollients","21220000124","AproDerm Colloidal Oat cream","21: Appliances","100.",1,"100.","0.","2.74","2.48204","N",31342311000001108
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2122","Emollients","21220000124","AproDerm Colloidal Oat cream","21: Appliances","500.",4,"2000.","0.","23.2","20.9604","N",31342311000001108
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2122","Emollients","21220000124","AproDerm Colloidal Oat cream","21: Appliances","1500.",1,"1500.","0.","17.4","15.6955","N",31342311000001108
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2122","Emollients","21220000126","AproDerm emollient cream","21: Appliances","1000.",1,"1000.","0.","9.9","8.93554","N",28390111000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","2122","Emollients","21220000126","AproDerm emollient cream","21: Appliances","500.",4,"2000.","0.","19.8","17.89588","N",28390111000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","2122","Emollients","21220000204","Zeroderm ointment","21: Appliances","500.",6,"3000.","0.","32.03","28.94392","N",20174011000001102
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0101021B0","Alginic acid compound preparations","0101021B0AAAPAP","Sodium algin 500mg/Potassium bicarb 100mg chew tab SF","01: Gastro-Intestinal System","60.",3,"180.","0.","18.96","18.05215","N",9046011000001100
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0101021B0","Alginic acid compound preparations","0101021B0BIAAAH","Peptac liquid aniseed","01: Gastro-Intestinal System","1000.",1,"1000.","0.","9.38","8.92486","N",3029811000001100
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0101021B0","Alginic acid compound preparations","0101021B0BIAAAH","Peptac liquid aniseed","01: Gastro-Intestinal System","500.",1,"500.","0.","4.69","4.46863","N",3029811000001100
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0101021B0","Alginic acid compound preparations","0101021B0BIABAH","Peptac liquid peppermint","01: Gastro-Intestinal System","500.",2,"1000.","0.","9.38","8.93726","N",9525811000001103
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","THE CHOWDHURY PRACTICE","P85003","INTEGRATED CARE CENTRE","NEW RADCLIFFE STREET","OLDHAM","","OL1 1NL","0102000N0","Hyoscine butylbromide","0102000N0BBAAAB","Buscopan 10mg tablets","01: Gastro-Intestinal System","56.",1,"56.","7.","4.11","3.91754","N",738611000001104
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0102000T0","Peppermint oil","0102000T0AAAAAA","Peppermint oil 0.2ml gastro-resistant capsules","01: Gastro-Intestinal System","84.",1,"84.","28.","7.04","6.7015","N",14610311000001100
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0102000Y0","Propantheline bromide","0102000Y0AAAFAF","Propantheline bromide 15mg tablets","01: Gastro-Intestinal System","112.",1,"112.","37.33333","20.74","19.71863","N",42357311000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0102000Y0","Propantheline bromide","0102000Y0AAAFAF","Propantheline bromide 15mg tablets","01: Gastro-Intestinal System","84.",1,"84.","28.","15.56","14.89682","N",42357311000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0102000Y0","Propantheline bromide","0102000Y0AAAFAF","Propantheline bromide 15mg tablets","01: Gastro-Intestinal System","56.",1,"56.","18.66667","10.37","9.96552","N",42357311000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0102000Y0","Propantheline bromide","0102000Y0AAAFAF","Propantheline bromide 15mg tablets","01: Gastro-Intestinal System","168.",1,"168.","56.","31.11","29.67175","N",42357311000001107
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0103030S0","Sucralfate","0103030S0AAADAD","Sucralfate 1g/5ml oral suspension sugar free","01: Gastro-Intestinal System","200.",1,"200.","10.","288.48","288.4924","N",42359011000001100
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0103050L0","Lansoprazole","0103050L0BBAEAH","Zoton FasTab 30mg","01: Gastro-Intestinal System","28.",1,"28.","42.","5.5","5.23826","N",4041711000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0103050R0","Pantoprazole","0103050R0AAAAAA","Pantoprazole 40mg gastro-resistant tablets","01: Gastro-Intestinal System","28.",6,"168.","224.","4.32","3.52865","N",42357111000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0103050R0","Pantoprazole","0103050R0AAAAAA","Pantoprazole 40mg gastro-resistant tablets","01: Gastro-Intestinal System","56.",3,"168.","224.","4.32","3.49145","N",42357111000001105
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0103050R0","Pantoprazole","0103050R0AAABAB","Pantoprazole 20mg gastro-resistant tablets","01: Gastro-Intestinal System","28.",7,"196.","130.66667","5.18","4.22871","N",42357011000001109
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0103050R0","Pantoprazole","0103050R0AAABAB","Pantoprazole 20mg gastro-resistant tablets","01: Gastro-Intestinal System","112.",1,"112.","74.66667","2.96","2.3792","N",42357011000001109
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0103050R0","Pantoprazole","0103050R0AAABAB","Pantoprazole 20mg gastro-resistant tablets","01: Gastro-Intestinal System","56.",3,"168.","112.","4.44","3.58741","N",42357011000001109
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0105010B0","Mesalazine (Systemic)","0105010B0BCACAI","Pentasa 500mg modified-release tablets","01: Gastro-Intestinal System","112.",2,"224.","70.","68.86","65.65253","N",737811000001104
"2026-01","NORTH WEST","Y62","NHS GREATER MANCHESTER INTEGRATED CARE BOARD","QOP","NHS GREATER MANCHESTER ICB - 00Y","00Y00","ST MARY'S MEDICAL CENTRE","P85002","ST.MARY'S MEDICAL CENTRE","ROCK STREET","OLDHAM","LANCASHIRE","OL1 3UL","0105010E0","Sulfasalazine","0105010E0AAABAB","Sulfasalazine 500mg gastro-resistant tablets","01: Gastro-Intestinal System","168.",1,"168.","42.","13.22","10.68306","N",42298111000001107
